Car VIN          ,Type of Car,# of seats,Avg. distance of rides,Avg. # of customers per day,Avg. Price per minute,Date      ,Time ,Location lonitude (current),Location latitude (current),Tank Filling (current)
WBAEH13567C133931,Car2Go     ,2         ,22km                  ,30                         ,82�                  ,18.5.2018 ,6.43 ,11.14743455                ,48.1560779                 ,30%
5N1BA0NC3FN434896,Car2Go     ,4         ,40km                  ,29                         ,50�                  ,8.9.2018  ,12.55,11.20534166                ,48.10549660                ,13%
WAUFEBFM9BA124747,Car2Go     ,5         ,52km                  ,15                         ,63�                  ,28.2.2019 ,18.56,11.7869380                 ,48.18289604                ,92%
5N1AA0NC0DN498869,Car2Go     ,2         ,80km                  ,10                         ,68�                  ,21.10.2018,23.59,11.3172662                 ,48.5385432                 ,98%
1FTEW1CM5BK069392,Car2Go     ,5         ,76km                  ,12                         ,25�                  ,14.8.2017 ,1.9  ,11.17944436                ,48.12205565                ,22%
1G6AD5SX4D0018865,Drive Now  ,4         ,41km                  ,27                         ,59�                  ,29.3.2019 ,17.53,11.20783452                ,48.9386643                 ,2%
WA1WKBFP7BA281189,Drive Now  ,2         ,81km                  ,16                         ,44�                  ,23.10.2019,8.13 ,11.32630298                ,48.10350638                ,38%
1GYEK63N36R717548,Drive Now  ,5         ,16km                  ,2                          ,46�                  ,1.4.2017  ,11.47,11.48512648                ,48.18837141                ,18%
WAUAGAFD6EN354936,Drive Now  ,4         ,36km                  ,19                         ,76�                  ,13.3.2019 ,0.59 ,11.2822875                 ,48.23576794                ,50%
1FTMF1E83AK128773,Car2Go     ,5         ,15km                  ,14                         ,76�                  ,6.2.2018  ,2.52 ,11.36351835                ,48.16728980                ,80%
5GADV33L65D707387,Car2Go     ,4         ,9km                   ,13                         ,34�                  ,13.11.2019,15.3 ,11.71307286                ,48.19398166                ,70%
KMHHT6KD6AU577148,Drive Now  ,3         ,22km                  ,19                         ,77�                  ,25.2.2018 ,14.50,11.76640697                ,48.8753066                 ,77%
1FAHP2D86FG307706,Car2Go     ,4         ,60km                  ,24                         ,93�                  ,22.12.2019,5.21 ,11.77196958                ,48.2641540                 ,12%
SAJWJ0EF1E8736301,Car2Go     ,5         ,62km                  ,21                         ,34�                  ,21.12.2017,19.36,11.37656447                ,48.20981674                ,91%
5FPYK1F2XAB911247,Car2Go     ,4         ,2km                   ,1                          ,93�                  ,14.7.2018 ,1.34 ,11.18356652                ,48.5974000                 ,52%
JN8AZ1FY9CW614953,Drive Now  ,5         ,12km                  ,14                         ,57�                  ,8.8.2019  ,2.54 ,11.70698813                ,48.8887779                 ,18%
5N1AA0NC1AN318648,Drive Now  ,4         ,59km                  ,24                         ,86�                  ,14.3.2018 ,18.23,11.21043410                ,48.13942425                ,53%
WDDGF4HB5CF838235,Drive Now  ,5         ,59km                  ,22                         ,77�                  ,10.9.2017 ,6.5  ,11.6379874                 ,48.9632106                 ,67%
WBAYM9C58ED850071,Drive Now  ,3         ,3km                   ,0                          ,86�                  ,23.11.2018,0.43 ,11.79907027                ,48.25836030                ,64%
5FRYD4H25GB849846,Drive Now  ,5         ,31km                  ,24                         ,39�                  ,29.7.2018 ,5.59 ,11.61996472                ,48.27191705                ,1%
1GYS3TKJXFR854421,Drive Now  ,3         ,52km                  ,22                         ,31�                  ,20.11.2018,6.25 ,11.28517353                ,48.19626768                ,85%
1N6AA0CA6BN447358,Drive Now  ,5         ,11km                  ,29                         ,31�                  ,4.3.2018  ,20.45,11.43146954                ,48.886598                  ,87%
WBALZ5C54CD444158,Car2Go     ,5         ,3km                   ,13                         ,50�                  ,5.4.2019  ,23.24,11.14420181                ,48.13753800                ,15%
WP0AA2A9XAS527866,Drive Now  ,5         ,36km                  ,14                         ,82�                  ,10.3.2017 ,7.20 ,11.55797403                ,48.16249395                ,82%
JTHBL5EF0A5613202,Car2Go     ,4         ,44km                  ,8                          ,94�                  ,11.7.2019 ,2.11 ,11.30650094                ,48.18631298                ,83%
WAUBF78E68A168020,Car2Go     ,2         ,9km                   ,23                         ,78�                  ,1.7.2019  ,13.5 ,11.6636781                 ,48.23845887                ,22%
4A31K5DF3CE746487,Drive Now  ,5         ,20km                  ,21                         ,99�                  ,18.6.2017 ,2.37 ,11.78706918                ,48.16733426                ,94%
1G6DV1EP1C0930334,Drive Now  ,5         ,25km                  ,23                         ,76�                  ,23.1.2018 ,12.23,11.56900601                ,48.3045982                 ,62%
JM3KE2BE9E0643525,Drive Now  ,5         ,33km                  ,14                         ,82�                  ,27.2.2019 ,3.38 ,11.3589351                 ,48.25745845                ,92%
WBAEB5C50AC752833,Car2Go     ,4         ,17km                  ,15                         ,83�                  ,3.3.2019  ,20.51,11.60367786                ,48.3375768                 ,58%
3VWAL7AJ7AM850537,Car2Go     ,2         ,6km                   ,3                          ,76�                  ,20.11.2017,1.40 ,11.76846372                ,48.21152331                ,57%
5N1AA0NC9DN172035,Car2Go     ,2         ,64km                  ,22                         ,29�                  ,15.11.2018,20.42,11.41224807                ,48.13728345                ,21%
TRUWX28N921306733,Drive Now  ,3         ,84km                  ,17                         ,64�                  ,7.2.2019  ,18.16,11.10305527                ,48.4887159                 ,95%
5TDBK3EH9DS173943,Car2Go     ,2         ,42km                  ,18                         ,54�                  ,26.1.2017 ,23.1 ,11.37181464                ,48.27088317                ,2%
WBSVA93528E388113,Car2Go     ,3         ,67km                  ,6                          ,93�                  ,14.1.2018 ,11.1 ,11.14640929                ,48.21164029                ,33%
WAUUL78E56A644725,Drive Now  ,2         ,42km                  ,9                          ,94�                  ,19.2.2019 ,15.29,11.37698160                ,48.23350786                ,49%
1N4AA5APXBC592508,Drive Now  ,2         ,44km                  ,8                          ,85�                  ,20.10.2018,14.6 ,11.12343864                ,48.26999146                ,25%
KMHD35LH4FU728800,Car2Go     ,5         ,64km                  ,23                         ,81�                  ,30.6.2018 ,16.4 ,11.31559035                ,48.18000362                ,27%
WBAFZ9C51CC794826,Car2Go     ,2         ,59km                  ,9                          ,48�                  ,9.5.2019  ,10.25,11.44024132                ,48.21489857                ,41%
KMHFH4JG5FA735481,Car2Go     ,2         ,24km                  ,21                         ,38�                  ,27.9.2019 ,10.13,11.24976225                ,48.2627407                 ,48%
2C4RRGAG6ER328408,Drive Now  ,5         ,9km                   ,8                          ,34�                  ,14.3.2017 ,11.54,11.18565933                ,48.25434770                ,15%
3D7TT2CT2BG236899,Drive Now  ,4         ,81km                  ,23                         ,25�                  ,2.11.2019 ,12.33,11.65092302                ,48.20455029                ,1%
3D73Y4CL6BG334668,Car2Go     ,3         ,57km                  ,23                         ,47�                  ,25.7.2018 ,19.20,11.29196676                ,48.9477176                 ,27%
1GT02ZCG4EF630485,Drive Now  ,5         ,46km                  ,13                         ,33�                  ,14.2.2018 ,20.44,11.14185753                ,48.10689455                ,66%
1G6YV36A385363965,Car2Go     ,2         ,25km                  ,17                         ,66�                  ,15.8.2017 ,4.1  ,11.35565939                ,48.13254701                ,5%
WVWAB7AJ4CW734091,Drive Now  ,3         ,90km                  ,16                         ,75�                  ,15.7.2019 ,0.56 ,11.30777753                ,48.25720685                ,60%
SCBGT3ZA8FC944397,Drive Now  ,2         ,51km                  ,20                         ,91�                  ,4.2.2018  ,0.42 ,11.63949521                ,48.17624032                ,69%
JH4CU2E88DC604765,Car2Go     ,4         ,59km                  ,0                          ,64�                  ,4.3.2019  ,18.37,11.66701187                ,48.24237029                ,60%
1D7RE3GK0BS365082,Drive Now  ,2         ,47km                  ,16                         ,40�                  ,24.6.2019 ,12.45,11.33264730                ,48.5052953                 ,77%
WBA5A7C52ED664302,Car2Go     ,5         ,72km                  ,1                          ,51�                  ,5.9.2018  ,14.36,11.32111135                ,48.20137469                ,29%
1G6AJ5S38D0730642,Drive Now  ,4         ,9km                   ,3                          ,94�                  ,7.2.2018  ,4.9  ,11.73839694                ,48.3761825                 ,15%
1FTEW1CM3DK117071,Car2Go     ,2         ,24km                  ,0                          ,97�                  ,2.10.2019 ,10.54,11.77352313                ,48.19574424                ,20%
19UUA66287A291444,Car2Go     ,3         ,13km                  ,2                          ,94�                  ,30.5.2018 ,7.12 ,11.64729027                ,48.2004512                 ,96%
1G6KD54Y15U306525,Car2Go     ,3         ,12km                  ,8                          ,50�                  ,27.10.2017,21.12,11.75064368                ,48.25577534                ,4%
WAUKH94F06N341007,Car2Go     ,4         ,39km                  ,26                         ,49�                  ,21.4.2018 ,16.21,11.50850879                ,48.8883666                 ,12%
WAUAC68D21A382417,Car2Go     ,4         ,78km                  ,21                         ,99�                  ,29.9.2018 ,7.31 ,11.52219639                ,48.11763851                ,47%
4T1BF1FK1DU608741,Car2Go     ,5         ,89km                  ,30                         ,62�                  ,31.1.2019 ,5.26 ,11.64003773                ,48.25141199                ,100%
1FTEX1CM0BK744059,Car2Go     ,5         ,27km                  ,0                          ,87�                  ,21.10.2018,10.11,11.49782130                ,48.12666919                ,71%
3VWKX7AJ9AM700759,Car2Go     ,4         ,71km                  ,4                          ,68�                  ,24.2.2018 ,23.56,11.71409937                ,48.23146680                ,70%
1FAHP3EN0BW383240,Drive Now  ,2         ,25km                  ,17                         ,66�                  ,14.10.2018,21.43,11.58718251                ,48.17821800                ,47%
2HNYD18281H468214,Car2Go     ,2         ,63km                  ,19                         ,99�                  ,23.8.2017 ,7.41 ,11.35507606                ,48.16308066                ,16%
1GKUCFDJ5AR298903,Drive Now  ,2         ,9km                   ,15                         ,80�                  ,24.2.2017 ,6.38 ,11.22911667                ,48.13577071                ,46%
SCFEBBBKXDG628799,Drive Now  ,5         ,6km                   ,1                          ,71�                  ,5.4.2018  ,6.32 ,11.57313940                ,48.22640551                ,83%
5XYZT3LBXEG786002,Car2Go     ,2         ,71km                  ,29                         ,43�                  ,18.3.2017 ,20.17,11.48904543                ,48.8454945                 ,46%
4A4JM2AS6AE169957,Drive Now  ,5         ,36km                  ,16                         ,40�                  ,29.11.2017,14.2 ,11.34367626                ,48.14961846                ,22%
WBA4C9C56FG434800,Drive Now  ,5         ,6km                   ,18                         ,37�                  ,15.5.2019 ,13.57,11.58168608                ,48.23130479                ,24%
3FADP0L3XBR713497,Car2Go     ,5         ,62km                  ,28                         ,45�                  ,11.3.2017 ,1.42 ,11.36563224                ,48.12347450                ,21%
1GYFK43509R895995,Car2Go     ,2         ,77km                  ,0                          ,66�                  ,16.12.2017,8.30 ,11.6096255                 ,48.16925808                ,98%
3FADP4AJ7BM199579,Car2Go     ,3         ,8km                   ,15                         ,60�                  ,14.10.2019,0.23 ,11.59458208                ,48.8767578                 ,47%
WBAUC9C52BV516481,Car2Go     ,4         ,58km                  ,0                          ,59�                  ,27.9.2018 ,11.51,11.65263514                ,48.10424676                ,20%
1FTEX1CW7AK675239,Car2Go     ,2         ,51km                  ,12                         ,34�                  ,8.7.2019  ,22.14,11.43932482                ,48.27146325                ,83%
1N4AB7AP0EN188280,Drive Now  ,5         ,9km                   ,4                          ,61�                  ,28.4.2018 ,3.3  ,11.62212035                ,48.5759562                 ,11%
WAUWFAFH9DN086491,Drive Now  ,5         ,43km                  ,26                         ,60�                  ,29.8.2019 ,19.14,11.16125703                ,48.18845037                ,54%
5UXZW0C55D0983355,Car2Go     ,3         ,43km                  ,10                         ,66�                  ,24.10.2017,3.38 ,11.50959832                ,48.15942146                ,61%
1FAHP3E24CL074735,Drive Now  ,2         ,50km                  ,18                         ,51�                  ,26.11.2019,15.40,11.32988664                ,48.3374235                 ,45%
JH4DC54854S976161,Car2Go     ,3         ,15km                  ,24                         ,34�                  ,2.8.2018  ,14.5 ,11.73562273                ,48.11541046                ,77%
JH4DB75651S323045,Drive Now  ,4         ,38km                  ,30                         ,77�                  ,31.2.2017 ,10.19,11.25303177                ,48.19481330                ,35%
1G6DV1EP0E0059266,Drive Now  ,2         ,11km                  ,30                         ,61�                  ,28.6.2017 ,3.57 ,11.22294667                ,48.9821309                 ,65%
WAULT58E63A290628,Car2Go     ,2         ,67km                  ,11                         ,70�                  ,23.10.2017,9.6  ,11.49869828                ,48.11011607                ,50%
WAULT64B73N169617,Car2Go     ,3         ,72km                  ,3                          ,73�                  ,8.10.2017 ,8.36 ,11.16888729                ,48.18827759                ,24%
WUADNAFG5AN944543,Car2Go     ,2         ,79km                  ,27                         ,83�                  ,6.6.2018  ,22.8 ,11.41976455                ,48.5968208                 ,82%
1G4GD5G36FF361427,Car2Go     ,2         ,67km                  ,30                         ,34�                  ,1.10.2018 ,8.12 ,11.6937692                 ,48.7291088                 ,37%
4A31K5DF4AE497162,Car2Go     ,3         ,65km                  ,26                         ,47�                  ,12.1.2018 ,3.29 ,11.39394523                ,48.27595164                ,30%
5N1AZ2MH2FN349917,Drive Now  ,4         ,7km                   ,6                          ,62�                  ,22.3.2019 ,13.58,11.19676752                ,48.3125274                 ,1%
5UXFE43588L106571,Drive Now  ,3         ,60km                  ,11                         ,85�                  ,18.1.2019 ,13.53,11.44594107                ,48.24585568                ,76%
1D7CE3BK7AS676195,Drive Now  ,2         ,26km                  ,24                         ,32�                  ,18.10.2019,20.46,11.24665829                ,48.19414510                ,72%
WBA6B2C56FD554861,Drive Now  ,5         ,80km                  ,9                          ,70�                  ,3.8.2019  ,1.52 ,11.38854942                ,48.2087245                 ,72%
1G6DP577250672956,Drive Now  ,2         ,29km                  ,16                         ,55�                  ,23.10.2017,12.18,11.11659120                ,48.6185643                 ,94%
SCFKDCEP9EG423387,Car2Go     ,4         ,52km                  ,12                         ,97�                  ,5.6.2017  ,12.6 ,11.25190347                ,48.24372982                ,69%
YV1612FH7E2356743,Drive Now  ,4         ,12km                  ,13                         ,62�                  ,10.4.2019 ,23.44,11.46680554                ,48.18991227                ,12%
WAUVT64B14N673896,Drive Now  ,3         ,25km                  ,20                         ,44�                  ,12.3.2018 ,19.59,11.4522046                 ,48.4816960                 ,21%
WBA3V5C56F5157849,Car2Go     ,4         ,60km                  ,1                          ,27�                  ,28.10.2018,9.19 ,11.38793185                ,48.9635079                 ,62%
1N6AD0CW0EN406148,Car2Go     ,4         ,62km                  ,27                         ,72�                  ,5.10.2018 ,9.38 ,11.62407889                ,48.8299301                 ,42%
JTDKDTB3XD1176155,Car2Go     ,5         ,89km                  ,20                         ,78�                  ,19.5.2018 ,7.34 ,11.48678172                ,48.3209948                 ,71%
JTDBT4K3XB1509749,Car2Go     ,5         ,12km                  ,29                         ,94�                  ,1.11.2017 ,16.41,11.35095430                ,48.12728496                ,34%
JN1AV7AP9FM551039,Drive Now  ,4         ,42km                  ,28                         ,52�                  ,21.4.2017 ,19.56,11.53621887                ,48.4869453                 ,52%
3MZBM1K76FM819515,Car2Go     ,3         ,6km                   ,30                         ,30�                  ,8.11.2017 ,8.28 ,11.39680322                ,48.8337754                 ,98%
WBAKE5C50CJ942205,Drive Now  ,5         ,76km                  ,10                         ,65�                  ,7.6.2017  ,17.52,11.30502569                ,48.9665667                 ,74%
3GYEK63N52G318263,Car2Go     ,5         ,2km                   ,18                         ,26�                  ,24.9.2018 ,11.52,11.25117078                ,48.16728716                ,26%
1G6AH1RX0F0667357,Car2Go     ,4         ,6km                   ,18                         ,47�                  ,23.4.2019 ,10.7 ,11.49421559                ,48.15421900                ,4%
3D73M4EL4BG990019,Drive Now  ,5         ,10km                  ,4                          ,64�                  ,15.7.2019 ,9.35 ,11.43558039                ,48.16387063                ,23%
WAURFAFR8DA659006,Car2Go     ,5         ,69km                  ,2                          ,71�                  ,20.2.2019 ,10.36,11.52681896                ,48.10425605                ,8%
KMHFC4DFXAA388823,Car2Go     ,4         ,74km                  ,3                          ,53�                  ,12.7.2018 ,19.49,11.5838548                 ,48.13043637                ,38%
WAUGL98E06A843710,Drive Now  ,2         ,84km                  ,15                         ,70�                  ,13.6.2019 ,21.51,11.28836006                ,48.10245485                ,78%
WAUSFBFL1AA638531,Car2Go     ,4         ,34km                  ,26                         ,31�                  ,15.9.2017 ,23.26,11.20727592                ,48.13156138                ,83%
1N6AA0CA4DN979422,Car2Go     ,2         ,61km                  ,29                         ,97�                  ,17.5.2017 ,11.10,11.15856240                ,48.23677160                ,50%
55SWF4JB5FU039594,Car2Go     ,3         ,80km                  ,19                         ,49�                  ,8.5.2017  ,12.31,11.38868834                ,48.7049294                 ,37%
5N1AT2MK7EC858506,Car2Go     ,4         ,6km                   ,8                          ,53�                  ,4.5.2017  ,20.56,11.48103270                ,48.20654665                ,50%
1NXBU4EE9AZ761561,Car2Go     ,3         ,33km                  ,5                          ,58�                  ,28.9.2019 ,19.12,11.32561184                ,48.3708516                 ,78%
WBA3A5C54CF846192,Drive Now  ,4         ,75km                  ,12                         ,82�                  ,25.8.2017 ,5.33 ,11.47681361                ,48.18281958                ,18%
WBANU53548C270581,Drive Now  ,5         ,80km                  ,0                          ,44�                  ,10.9.2018 ,18.35,11.25697549                ,48.8711525                 ,14%
WBAEN33453E081721,Car2Go     ,5         ,85km                  ,8                          ,47�                  ,6.6.2017  ,8.18 ,11.65070358                ,48.22598608                ,93%
JH4KA96563C865148,Car2Go     ,5         ,45km                  ,9                          ,47�                  ,15.2.2018 ,22.11,11.79649871                ,48.811450                  ,97%
1G6AX5SXXF0288970,Car2Go     ,4         ,88km                  ,30                         ,60�                  ,10.8.2019 ,14.21,11.22287990                ,48.18809311                ,4%
3G5DA03L67S190174,Car2Go     ,2         ,71km                  ,15                         ,85�                  ,1.5.2018  ,12.27,11.71514467                ,48.12231806                ,24%
1G4HE57Y26U225112,Car2Go     ,3         ,18km                  ,30                         ,55�                  ,15.1.2018 ,16.6 ,11.74447981                ,48.21050187                ,8%
2C3CDXGJ0DH034602,Drive Now  ,2         ,29km                  ,8                          ,76�                  ,24.2.2017 ,13.55,11.53300043                ,48.20816200                ,48%
5GADV33197D118528,Car2Go     ,2         ,53km                  ,22                         ,67�                  ,31.3.2018 ,22.58,11.62314094                ,48.602266                  ,76%
3C6TD4KT7CG640097,Car2Go     ,4         ,68km                  ,18                         ,72�                  ,5.8.2017  ,11.55,11.27371451                ,48.4830809                 ,42%
KMHHT6KJ0FU867849,Car2Go     ,3         ,88km                  ,11                         ,26�                  ,27.7.2019 ,13.13,11.53550828                ,48.4335833                 ,17%
WAULH54B51N988893,Drive Now  ,2         ,60km                  ,7                          ,83�                  ,16.7.2017 ,20.39,11.76126017                ,48.971409                  ,56%
1C3BCBFG0DN100029,Car2Go     ,2         ,14km                  ,7                          ,86�                  ,10.3.2018 ,3.52 ,11.9063792                 ,48.12859661                ,18%
3C3CFFDR5CT981400,Drive Now  ,5         ,89km                  ,28                         ,37�                  ,19.12.2017,11.57,11.39563374                ,48.17824927                ,50%
WAU2GBFC2DN968723,Car2Go     ,2         ,40km                  ,6                          ,71�                  ,27.7.2017 ,19.24,11.11484920                ,48.25343941                ,22%
WAUZL64B61N514501,Car2Go     ,3         ,65km                  ,28                         ,73�                  ,30.10.2017,17.45,11.43442449                ,48.7182144                 ,2%
3D73M4ELXAG273624,Car2Go     ,5         ,52km                  ,18                         ,81�                  ,23.5.2019 ,7.18 ,11.60186531                ,48.5686928                 ,33%
JN1CV6FE2BM076967,Car2Go     ,5         ,46km                  ,23                         ,35�                  ,21.3.2017 ,23.3 ,11.24629789                ,48.27130550                ,41%
WAU4FAFL8CA127310,Drive Now  ,3         ,13km                  ,9                          ,88�                  ,5.2.2017  ,16.0 ,11.61985036                ,48.3058432                 ,97%
2C3CCAGG4FH694066,Drive Now  ,5         ,27km                  ,28                         ,25�                  ,8.5.2019  ,17.12,11.22945808                ,48.4568105                 ,41%
5GADX33L06D860438,Car2Go     ,4         ,69km                  ,10                         ,93�                  ,3.1.2019  ,7.9  ,11.39060136                ,48.1419636                 ,94%
JTHBE5C25B5452664,Drive Now  ,2         ,79km                  ,11                         ,40�                  ,14.11.2018,2.43 ,11.14028114                ,48.6640097                 ,22%
WAUVFAFH7CN296212,Car2Go     ,5         ,83km                  ,1                          ,41�                  ,19.9.2017 ,1.44 ,11.23224335                ,48.8955875                 ,8%
5UXFG2C55BL564381,Drive Now  ,5         ,37km                  ,9                          ,39�                  ,10.9.2017 ,4.12 ,11.61180979                ,48.14429211                ,22%
4USDU53477L386064,Car2Go     ,3         ,69km                  ,10                         ,39�                  ,28.3.2018 ,18.55,11.19738039                ,48.21033979                ,88%
1C4SDJCT9FC229499,Drive Now  ,3         ,33km                  ,16                         ,76�                  ,1.3.2017  ,21.33,11.58767893                ,48.13150976                ,66%
WAUWFAFR8AA722670,Drive Now  ,3         ,50km                  ,2                          ,27�                  ,7.8.2018  ,14.16,11.17233559                ,48.9905234                 ,63%
WAUDG98E96A527553,Car2Go     ,2         ,52km                  ,14                         ,37�                  ,5.7.2019  ,7.38 ,11.23290708                ,48.23399475                ,64%
WAUGFAFC1EN593640,Car2Go     ,3         ,52km                  ,5                          ,90�                  ,30.3.2019 ,1.52 ,11.5120961                 ,48.23869105                ,58%
WAUDH98E28A032739,Car2Go     ,4         ,48km                  ,25                         ,70�                  ,4.1.2018  ,6.23 ,11.57585909                ,48.15528594                ,89%
WAULT58E54A645211,Drive Now  ,2         ,12km                  ,4                          ,69�                  ,20.1.2019 ,10.3 ,11.23154452                ,48.1512106                 ,59%
2G4G05GV7B9939180,Car2Go     ,4         ,41km                  ,13                         ,71�                  ,14.10.2019,4.17 ,11.35565167                ,48.26986718                ,80%
5TDDK3DC2FS476578,Car2Go     ,5         ,2km                   ,7                          ,31�                  ,27.3.2019 ,22.52,11.65517850                ,48.9461354                 ,98%
KMHTC6AD7FU378645,Drive Now  ,4         ,43km                  ,18                         ,47�                  ,9.3.2017  ,22.15,11.73191107                ,48.5759353                 ,79%
WBAFU7C51BC991366,Drive Now  ,4         ,14km                  ,2                          ,73�                  ,8.3.2017  ,4.59 ,11.32794542                ,48.23213713                ,2%
4T1BD1FK4FU175313,Car2Go     ,4         ,66km                  ,27                         ,70�                  ,16.6.2018 ,21.6 ,11.54204431                ,48.14735970                ,7%
2FMGK5BC8CB834610,Car2Go     ,3         ,75km                  ,5                          ,47�                  ,22.3.2018 ,12.22,11.63832033                ,48.10524513                ,93%
JN8AF5MR3CT360797,Drive Now  ,3         ,23km                  ,30                         ,36�                  ,22.9.2017 ,14.53,11.3461641                 ,48.21912910                ,65%
ZHWGU5BZ3AL283223,Car2Go     ,4         ,10km                  ,20                         ,55�                  ,9.8.2017  ,12.40,11.42309592                ,48.5458077                 ,47%
ZHWGU5BZ6DL492489,Car2Go     ,4         ,34km                  ,28                         ,54�                  ,7.1.2018  ,21.45,11.21134589                ,48.12896652                ,35%
5N1AA0NC6FN560469,Drive Now  ,4         ,34km                  ,26                         ,38�                  ,19.7.2017 ,16.55,11.65773890                ,48.22018357                ,14%
WBANW5C56AC925825,Drive Now  ,3         ,8km                   ,27                         ,47�                  ,17.2.2017 ,7.13 ,11.29467030                ,48.18495751                ,58%
TRUTC28N251933745,Car2Go     ,2         ,75km                  ,9                          ,32�                  ,10.8.2017 ,22.37,11.5942912                 ,48.2134407                 ,0%
WAUHF78PX9A100347,Drive Now  ,3         ,36km                  ,24                         ,35�                  ,10.5.2019 ,7.12 ,11.15934587                ,48.9951116                 ,88%
3GYFNEEY0AS775541,Drive Now  ,4         ,15km                  ,2                          ,42�                  ,26.2.2018 ,0.16 ,11.39737362                ,48.18082514                ,68%
WAUKH98E98A513370,Drive Now  ,5         ,34km                  ,6                          ,89�                  ,16.7.2018 ,16.47,11.81563987                ,48.24278206                ,72%
SAJWA0F73F8776114,Car2Go     ,2         ,21km                  ,20                         ,57�                  ,8.11.2019 ,20.18,11.66580556                ,48.2369385                 ,15%
1G6KF54962U567826,Car2Go     ,3         ,28km                  ,15                         ,37�                  ,3.5.2019  ,12.11,11.14449901                ,48.3300884                 ,62%
1D7RE3BK4AS846491,Drive Now  ,3         ,88km                  ,28                         ,75�                  ,31.1.2017 ,4.12 ,11.70782955                ,48.26083891                ,50%
WAUPN94E88N953271,Car2Go     ,5         ,61km                  ,2                          ,77�                  ,30.7.2018 ,11.16,11.76842420                ,48.27851608                ,28%
WA1EY74L68D846112,Car2Go     ,2         ,56km                  ,19                         ,97�                  ,23.4.2018 ,23.29,11.58192735                ,48.22825551                ,66%
3MZBM1L74EM294418,Drive Now  ,2         ,34km                  ,1                          ,88�                  ,17.10.2017,17.52,11.63225118                ,48.2229239                 ,53%
WA1CMAFE0AD293400,Drive Now  ,4         ,38km                  ,29                         ,97�                  ,29.5.2019 ,10.11,11.62491876                ,48.1772961                 ,29%
JN8AF5MR4BT104439,Drive Now  ,2         ,60km                  ,10                         ,37�                  ,26.11.2017,0.7  ,11.26842586                ,48.23800288                ,2%
WBAGN83585D184087,Drive Now  ,2         ,26km                  ,13                         ,39�                  ,23.10.2017,8.43 ,11.51141574                ,48.27131499                ,57%
1G6AG5RX3F0872665,Drive Now  ,5         ,83km                  ,2                          ,54�                  ,31.4.2017 ,20.24,11.16594901                ,48.19727485                ,94%
WBAKB8C50AC273767,Car2Go     ,5         ,2km                   ,24                         ,93�                  ,15.8.2018 ,8.46 ,11.62426744                ,48.4401566                 ,84%
1C3CDZBG0EN873505,Car2Go     ,2         ,31km                  ,28                         ,43�                  ,10.8.2019 ,19.9 ,11.18286489                ,48.8419117                 ,75%
5UXFA935X4L165494,Car2Go     ,3         ,2km                   ,9                          ,64�                  ,14.6.2018 ,18.27,11.52206297                ,48.11035782                ,2%
3C63D2GL1CG194025,Car2Go     ,3         ,48km                  ,5                          ,30�                  ,18.5.2019 ,14.55,11.50184590                ,48.21480515                ,42%
WAULK98K79A782822,Car2Go     ,5         ,78km                  ,3                          ,77�                  ,20.5.2018 ,19.15,11.58548631                ,48.6339123                 ,79%
KMHTC6AD2EU952745,Car2Go     ,2         ,7km                   ,21                         ,95�                  ,31.2.2017 ,14.6 ,11.11147817                ,48.10183545                ,63%
WAULV44E87N430896,Drive Now  ,4         ,58km                  ,15                         ,75�                  ,22.8.2017 ,5.13 ,11.73831607                ,48.21477184                ,63%
WBALM5C56BE616553,Drive Now  ,3         ,44km                  ,10                         ,30�                  ,2.10.2018 ,6.21 ,11.32412818                ,48.22404781                ,4%
NM0KS9ANXAT464587,Drive Now  ,4         ,42km                  ,27                         ,78�                  ,1.6.2017  ,1.25 ,11.20012724                ,48.14292559                ,52%
KL4CJFSB9DB540253,Drive Now  ,4         ,12km                  ,21                         ,47�                  ,19.3.2018 ,10.36,11.36856701                ,48.28141962                ,37%
1GYS4JKJ9FR843802,Car2Go     ,4         ,80km                  ,12                         ,36�                  ,3.11.2017 ,15.5 ,11.37766280                ,48.10758055                ,11%
WAUHF98PX6A704648,Car2Go     ,5         ,81km                  ,15                         ,94�                  ,6.4.2017  ,11.3 ,11.12752697                ,48.18802466                ,29%
1G4HP54K32U320220,Drive Now  ,2         ,35km                  ,22                         ,96�                  ,25.8.2017 ,16.51,11.80247985                ,48.7063450                 ,33%
1G6DC1E34D0524519,Drive Now  ,2         ,80km                  ,13                         ,67�                  ,20.2.2019 ,17.22,11.48649727                ,48.8993028                 ,81%
1GYS4AEF9ER655576,Car2Go     ,2         ,44km                  ,24                         ,86�                  ,16.5.2019 ,9.39 ,11.24800513                ,48.7562290                 ,10%
1GYS3HEF1BR725708,Drive Now  ,4         ,82km                  ,8                          ,78�                  ,1.2.2017  ,13.55,11.19912853                ,48.10613621                ,11%
1N4AA5AP2AC019066,Car2Go     ,2         ,83km                  ,14                         ,72�                  ,5.1.2018  ,14.37,11.18429940                ,48.14730522                ,50%
2HNYD283X7H467296,Drive Now  ,2         ,7km                   ,22                         ,71�                  ,26.10.2018,9.48 ,11.43793976                ,48.5608603                 ,88%
WBA3C3G55FN358064,Car2Go     ,3         ,73km                  ,18                         ,88�                  ,23.10.2019,20.21,11.17733547                ,48.19008843                ,52%
3LNDL2L30BR462132,Car2Go     ,2         ,1km                   ,1                          ,48�                  ,15.10.2019,11.40,11.41855573                ,48.19143191                ,57%
