CarVIN,TypeofCar,#ofseats,Avg.distanceofrides,Avg.#ofcustomersperday,Avg.Priceperminute,Date,Time,Locationlonitude(current),Locationlatitude(current),TankFilling(current)
WAULT68E12A789454,DriveNow,5,46km,24,73€,25.12.2018,9.9,11.20510363,48.26645170,39%
KNAGN4AD7F5292019,Car2Go,5,80km,6,74€,26.8.2018,17.5,11.53764836,48.3564342,29%
JTDKTUD34DD902418,Car2Go,4,19km,4,35€,20.8.2018,13.37,11.29778428,48.19945195,1%
3N1CN7AP4DL715572,Car2Go,5,11km,18,32€,25.11.2019,12.15,11.40245213,48.11426970,99%
WAUKH74F07N458852,DriveNow,3,36km,23,73€,7.4.2019,6.11,11.35620111,48.1156449,87%
WBAEH13567C133931,Car2Go,2,71km,18,89€,3.3.2017,12.5,11.47502802,48.12139343,86%
5N1BA0NC3FN434896,DriveNow,2,51km,0,36€,19.5.2018,1.59,11.62879019,48.1701157,39%
WAUFEBFM9BA124747,DriveNow,5,52km,0,60€,17.9.2019,10.26,11.64103087,48.22516337,31%
5N1AA0NC0DN498869,Car2Go,3,13km,26,89€,5.9.2017,0.50,11.21066971,48.9946007,61%
1FTEW1CM5BK069392,DriveNow,5,82km,1,46€,7.5.2018,11.44,11.4323135,48.1673299,46%
1G6AD5SX4D0018865,Car2Go,3,67km,14,29€,9.3.2018,10.10,11.8489339,48.23474570,14%
WA1WKBFP7BA281189,Car2Go,3,32km,10,74€,19.11.2019,7.33,11.16403846,48.20343856,14%
1GYEK63N36R717548,Car2Go,3,21km,27,51€,5.12.2019,20.8,11.49175834,48.7344372,91%
WAUAGAFD6EN354936,DriveNow,5,23km,27,64€,2.7.2018,19.46,11.44855684,48.17034792,71%
1FTMF1E83AK128773,Car2Go,5,47km,19,32€,20.8.2017,16.16,11.66489102,48.23302846,67%
5GADV33L65D707387,DriveNow,3,46km,8,30€,13.5.2018,13.42,11.12783268,48.23997319,40%
KMHHT6KD6AU577148,DriveNow,4,60km,13,52€,1.1.2019,22.3,11.62768229,48.2263216,4%
1FAHP2D86FG307706,Car2Go,2,15km,29,75€,26.8.2017,21.10,11.31737694,48.8676601,16%
SAJWJ0EF1E8736301,Car2Go,5,32km,14,84€,10.11.2019,18.33,11.27425922,48.6533684,93%
5FPYK1F2XAB911247,DriveNow,4,65km,29,33€,2.1.2018,0.25,11.23309557,48.2686397,50%
JN8AZ1FY9CW614953,Car2Go,3,24km,15,66€,2.10.2019,10.5,11.56042029,48.24918912,57%
5N1AA0NC1AN318648,Car2Go,3,71km,8,99€,13.6.2019,17.29,11.13368204,48.5400491,13%
WDDGF4HB5CF838235,DriveNow,4,84km,2,35€,14.1.2019,17.36,11.76342144,48.8998150,1%
WBAYM9C58ED850071,Car2Go,4,4km,1,99€,11.7.2018,20.31,11.48144789,48.14972212,14%
5FRYD4H25GB849846,Car2Go,5,47km,22,71€,25.11.2019,1.14,11.65012437,48.25644823,22%
1GYS3TKJXFR854421,DriveNow,4,25km,15,51€,28.3.2017,16.2,11.24636991,48.16130592,61%
1N6AA0CA6BN447358,DriveNow,5,1km,18,69€,1.8.2019,21.54,11.64208102,48.25602536,97%
WBALZ5C54CD444158,DriveNow,3,68km,7,65€,13.4.2018,22.53,11.41173410,48.12647308,76%
WP0AA2A9XAS527866,Car2Go,3,21km,22,45€,2.11.2019,5.5,11.55566085,48.26491987,0%
JTHBL5EF0A5613202,DriveNow,4,9km,23,66€,24.10.2018,6.44,11.30272188,48.6801532,40%
WAUBF78E68A168020,Car2Go,5,55km,26,92€,20.3.2018,0.15,11.19734785,48.26309597,10%
4A31K5DF3CE746487,Car2Go,4,31km,18,36€,9.8.2019,11.0,11.11168599,48.27763970,33%
1G6DV1EP1C0930334,Car2Go,3,80km,30,69€,18.11.2017,0.40,11.76639139,48.20715015,54%
JM3KE2BE9E0643525,DriveNow,2,12km,15,65€,7.5.2018,8.22,11.54822847,48.19671240,41%
WBAEB5C50AC752833,Car2Go,3,79km,12,43€,18.5.2019,23.48,11.40028962,48.2396333,81%
3VWAL7AJ7AM850537,DriveNow,5,46km,0,96€,26.7.2018,8.45,11.65229402,48.14543280,36%
5N1AA0NC9DN172035,Car2Go,4,52km,24,89€,5.1.2018,23.50,11.21319281,48.14358829,38%
TRUWX28N921306733,Car2Go,5,15km,11,44€,26.2.2018,21.33,11.58201684,48.16087072,55%
5TDBK3EH9DS173943,Car2Go,3,16km,13,69€,8.3.2017,11.15,11.29761872,48.24063433,33%
WBSVA93528E388113,DriveNow,5,80km,6,85€,5.12.2019,21.37,11.57558485,48.5750338,34%
WAUUL78E56A644725,DriveNow,2,63km,24,82€,3.6.2019,15.34,11.48882180,48.27977954,5%
1N4AA5APXBC592508,DriveNow,2,87km,26,49€,3.8.2019,0.41,11.48390254,48.23143380,52%
KMHD35LH4FU728800,Car2Go,2,21km,16,42€,16.6.2018,21.32,11.21067819,48.2648465,21%
WBAFZ9C51CC794826,Car2Go,3,77km,23,27€,26.1.2019,19.19,11.71502237,48.16038977,50%
KMHFH4JG5FA735481,Car2Go,3,63km,16,28€,23.2.2018,2.43,11.79643749,48.9616024,6%
2C4RRGAG6ER328408,DriveNow,2,82km,1,29€,12.9.2018,12.28,11.39197197,48.3882231,11%
3D7TT2CT2BG236899,Car2Go,4,4km,9,38€,1.3.2018,17.35,11.3012628,48.24770203,65%
3D73Y4CL6BG334668,Car2Go,4,14km,1,27€,18.11.2017,1.23,11.21629848,48.896657,90%
1GT02ZCG4EF630485,Car2Go,5,66km,10,77€,24.5.2018,3.56,11.57027461,48.23684012,38%
1G6YV36A385363965,DriveNow,5,38km,18,76€,26.12.2019,9.54,11.11602305,48.22448802,84%
WVWAB7AJ4CW734091,Car2Go,4,19km,1,48€,16.9.2018,16.49,11.62004676,48.19729946,85%
SCBGT3ZA8FC944397,Car2Go,2,86km,5,86€,6.3.2018,13.3,11.74521410,48.26607816,41%
JH4CU2E88DC604765,DriveNow,3,78km,22,99€,29.8.2018,2.40,11.44048985,48.10401578,91%
1D7RE3GK0BS365082,Car2Go,3,50km,25,87€,7.11.2017,12.6,11.37865448,48.2990289,1%
WBA5A7C52ED664302,Car2Go,4,27km,17,82€,23.9.2019,23.41,11.20659543,48.9679178,84%
1G6AJ5S38D0730642,DriveNow,3,16km,25,52€,5.3.2017,14.54,11.25846875,48.6695573,62%
1FTEW1CM3DK117071,DriveNow,5,22km,4,45€,26.12.2018,20.7,11.37411138,48.14176813,7%
19UUA66287A291444,DriveNow,2,49km,0,69€,12.6.2019,6.57,11.78079931,48.21470165,55%
1G6KD54Y15U306525,DriveNow,2,77km,9,46€,6.1.2019,1.11,11.14002082,48.17956859,87%
WAUKH94F06N341007,DriveNow,4,41km,6,97€,22.11.2017,22.33,11.15039746,48.26188027,57%
WAUAC68D21A382417,Car2Go,5,69km,21,39€,14.5.2017,19.54,11.8382293,48.7995594,4%
4T1BF1FK1DU608741,DriveNow,3,7km,5,70€,14.6.2018,14.36,11.15053757,48.9578779,11%
1FTEX1CM0BK744059,DriveNow,3,22km,11,81€,26.8.2019,2.17,11.18535265,48.7937736,60%
3VWKX7AJ9AM700759,Car2Go,4,43km,27,75€,14.1.2019,22.34,11.39972707,48.8490893,54%
1FAHP3EN0BW383240,DriveNow,3,54km,2,90€,16.9.2017,3.59,11.68139904,48.21134453,26%
2HNYD18281H468214,Car2Go,2,10km,20,57€,9.10.2019,8.33,11.56485231,48.11512369,20%
1GKUCFDJ5AR298903,Car2Go,3,55km,10,68€,18.4.2018,12.4,11.43325553,48.12283670,48%
SCFEBBBKXDG628799,DriveNow,2,43km,2,50€,9.12.2019,9.14,11.21288773,48.24775741,26%
5XYZT3LBXEG786002,DriveNow,3,21km,19,30€,9.4.2019,13.53,11.27974854,48.9285473,10%
4A4JM2AS6AE169957,Car2Go,4,31km,7,88€,22.8.2018,8.17,11.60074072,48.3399183,94%
WBA4C9C56FG434800,DriveNow,5,38km,16,43€,19.6.2019,5.3,11.6214719,48.20936715,90%
3FADP0L3XBR713497,Car2Go,3,13km,27,30€,17.2.2018,23.10,11.80663595,48.11688515,61%
1GYFK43509R895995,DriveNow,5,89km,11,36€,3.3.2018,3.17,11.24702224,48.3037351,0%
3FADP4AJ7BM199579,DriveNow,2,3km,29,31€,26.11.2018,6.37,11.67797280,48.26453540,71%
WBAUC9C52BV516481,Car2Go,3,18km,9,97€,26.2.2017,16.23,11.74516946,48.24152994,85%
1FTEX1CW7AK675239,Car2Go,5,57km,5,49€,24.5.2019,10.13,11.48239053,48.5047859,59%
1N4AB7AP0EN188280,DriveNow,3,62km,21,79€,26.2.2018,4.34,11.61217419,48.14155964,46%
WAUWFAFH9DN086491,DriveNow,3,50km,20,49€,22.2.2018,18.23,11.45482819,48.4998315,84%
5UXZW0C55D0983355,DriveNow,4,40km,25,64€,20.7.2018,0.10,11.31137635,48.8621129,3%
1FAHP3E24CL074735,DriveNow,4,80km,14,59€,9.2.2018,20.16,11.44968355,48.17681410,89%
JH4DC54854S976161,DriveNow,3,41km,4,45€,24.7.2019,10.29,11.74437584,48.21605156,46%
JH4DB75651S323045,Car2Go,4,63km,24,37€,16.3.2018,2.40,11.74827546,48.26419792,3%
1G6DV1EP0E0059266,DriveNow,2,61km,2,35€,20.8.2019,23.30,11.40184022,48.16745947,42%
WAULT58E63A290628,DriveNow,5,35km,4,39€,8.8.2017,5.30,11.34531672,48.20119267,0%
WAULT64B73N169617,Car2Go,2,40km,15,90€,13.7.2018,1.16,11.34977092,48.3741289,93%
WUADNAFG5AN944543,Car2Go,3,43km,30,30€,11.9.2018,3.37,11.57639595,48.19407485,54%
1G4GD5G36FF361427,DriveNow,2,75km,13,38€,8.6.2018,22.55,11.78202086,48.13774471,52%
4A31K5DF4AE497162,DriveNow,2,39km,2,74€,19.9.2018,8.23,11.8142023,48.25180290,57%
5N1AZ2MH2FN349917,DriveNow,4,1km,22,92€,18.7.2018,21.7,11.20471200,48.23033244,96%
5UXFE43588L106571,DriveNow,3,14km,20,29€,12.4.2017,9.42,11.59044378,48.6410053,90%
1D7CE3BK7AS676195,DriveNow,4,58km,11,34€,8.5.2019,10.22,11.58483600,48.20432139,86%
WBA6B2C56FD554861,DriveNow,2,6km,16,52€,7.7.2017,11.41,11.24210530,48.9725816,93%
1G6DP577250672956,DriveNow,5,81km,27,80€,19.7.2017,5.59,11.34619688,48.13381965,39%
SCFKDCEP9EG423387,Car2Go,5,8km,21,84€,17.5.2019,20.10,11.28259302,48.26330785,84%
YV1612FH7E2356743,DriveNow,2,65km,17,77€,20.8.2018,4.22,11.61087228,48.20734372,46%
WAUVT64B14N673896,DriveNow,4,24km,10,28€,8.8.2019,19.16,11.30927501,48.13088999,14%
WBA3V5C56F5157849,Car2Go,3,41km,22,76€,16.8.2018,22.46,11.31553459,48.24914295,31%
1N6AD0CW0EN406148,Car2Go,3,47km,17,46€,13.9.2017,5.40,11.17506987,48.200724,31%
JTDKDTB3XD1176155,DriveNow,4,78km,17,71€,29.6.2017,10.10,11.53283402,48.27170350,81%
JTDBT4K3XB1509749,Car2Go,2,89km,5,78€,11.8.2018,12.23,11.71477404,48.18713130,61%
JN1AV7AP9FM551039,DriveNow,3,42km,0,82€,13.2.2018,13.24,11.65373440,48.12325891,75%
3MZBM1K76FM819515,Car2Go,3,17km,21,39€,24.3.2019,10.38,11.53243981,48.2716153,55%
WBAKE5C50CJ942205,Car2Go,2,27km,15,66€,26.12.2019,21.34,11.60880086,48.12282098,61%
3GYEK63N52G318263,Car2Go,4,57km,27,70€,3.2.2017,8.12,11.61616591,48.6929168,92%
1G6AH1RX0F0667357,DriveNow,5,16km,1,45€,12.11.2018,10.5,11.68418745,48.7296187,11%
3D73M4EL4BG990019,DriveNow,5,54km,5,25€,1.2.2019,2.19,11.81664776,48.6675174,61%
WAURFAFR8DA659006,Car2Go,3,66km,26,89€,11.10.2018,0.9,11.77595282,48.16736765,21%
KMHFC4DFXAA388823,Car2Go,3,35km,0,47€,17.6.2018,6.31,11.20231146,48.1380922,70%
WAUGL98E06A843710,DriveNow,4,88km,2,40€,11.3.2018,1.48,11.8783805,48.10428188,36%
WAUSFBFL1AA638531,DriveNow,2,71km,0,27€,14.3.2017,21.21,11.17384272,48.4085372,52%
1N6AA0CA4DN979422,Car2Go,5,21km,14,29€,25.10.2017,18.42,11.39769596,48.19007531,56%
55SWF4JB5FU039594,DriveNow,5,31km,11,83€,5.12.2018,3.40,11.79919850,48.25665207,56%
5N1AT2MK7EC858506,DriveNow,4,43km,28,26€,24.10.2017,16.42,11.49916604,48.537253,80%
1NXBU4EE9AZ761561,DriveNow,5,77km,16,80€,21.2.2017,8.55,11.9605780,48.1145234,68%
WBA3A5C54CF846192,Car2Go,2,26km,11,42€,2.4.2017,20.38,11.64008532,48.2967474,21%
WBANU53548C270581,DriveNow,3,66km,14,80€,12.8.2019,8.25,11.68280615,48.16971234,21%
WBAEN33453E081721,DriveNow,4,90km,25,96€,5.7.2019,8.3,11.17816333,48.21948160,6%
JH4KA96563C865148,DriveNow,5,3km,5,46€,5.3.2019,8.18,11.5651188,48.6192989,78%
1G6AX5SXXF0288970,Car2Go,3,29km,3,89€,4.12.2019,7.55,11.42585213,48.542191,92%
3G5DA03L67S190174,Car2Go,5,65km,20,72€,9.6.2018,23.25,11.81825610,48.8301942,19%
1G4HE57Y26U225112,Car2Go,2,15km,25,57€,30.9.2019,2.33,11.57418595,48.16918954,73%
2C3CDXGJ0DH034602,Car2Go,5,43km,7,48€,4.6.2018,13.13,11.17582359,48.15804295,26%
5GADV33197D118528,DriveNow,4,70km,24,77€,23.12.2019,5.43,11.24174484,48.24560032,43%
3C6TD4KT7CG640097,DriveNow,3,83km,6,36€,11.4.2017,3.53,11.56123119,48.23853076,27%
KMHHT6KJ0FU867849,DriveNow,4,20km,0,98€,1.11.2018,5.3,11.15280583,48.3713854,41%
WAULH54B51N988893,Car2Go,5,30km,7,29€,3.7.2018,14.15,11.68713873,48.3100792,11%
1C3BCBFG0DN100029,DriveNow,5,73km,9,36€,27.8.2019,18.42,11.9568039,48.14586726,87%
3C3CFFDR5CT981400,DriveNow,4,46km,15,78€,6.2.2018,7.3,11.33365180,48.23270511,76%
WAU2GBFC2DN968723,Car2Go,5,54km,29,34€,15.8.2017,14.20,11.75808267,48.4005768,36%
WAUZL64B61N514501,DriveNow,2,47km,7,66€,28.2.2019,14.4,11.65078284,48.25051321,20%
3D73M4ELXAG273624,DriveNow,2,35km,5,68€,5.3.2018,18.6,11.49366842,48.9969337,76%
JN1CV6FE2BM076967,Car2Go,5,36km,6,26€,20.8.2017,8.22,11.49156721,48.3671740,67%
WAU4FAFL8CA127310,Car2Go,3,6km,30,67€,4.8.2017,5.33,11.44247831,48.7387369,30%
2C3CCAGG4FH694066,DriveNow,2,69km,21,69€,8.10.2017,3.59,11.58913997,48.10479477,77%
5GADX33L06D860438,DriveNow,5,47km,3,43€,13.4.2017,1.22,11.76458172,48.17274281,84%
JTHBE5C25B5452664,Car2Go,5,86km,29,66€,12.12.2017,14.11,11.49711823,48.27597237,97%
WAUVFAFH7CN296212,DriveNow,3,76km,8,27€,7.7.2017,12.28,11.51080146,48.11821787,66%
5UXFG2C55BL564381,Car2Go,3,13km,9,91€,26.8.2018,10.10,11.19178664,48.5450850,37%
4USDU53477L386064,DriveNow,3,24km,22,77€,7.3.2018,0.4,11.5639477,48.11465655,36%
1C4SDJCT9FC229499,DriveNow,5,4km,24,78€,6.4.2019,12.57,11.58822497,48.26426457,61%
WAUWFAFR8AA722670,DriveNow,3,90km,2,69€,28.11.2017,23.12,11.45643660,48.12657072,7%
WAUDG98E96A527553,Car2Go,2,1km,20,36€,19.6.2019,7.24,11.60250725,48.23864582,94%
WAUGFAFC1EN593640,DriveNow,3,69km,9,87€,22.5.2018,6.1,11.81214268,48.16479348,82%
WAUDH98E28A032739,DriveNow,3,77km,12,84€,3.2.2019,8.5,11.34165947,48.24255978,97%
WAULT58E54A645211,Car2Go,2,36km,25,72€,30.6.2019,18.41,11.9942955,48.23425362,42%
2G4G05GV7B9939180,DriveNow,5,62km,22,84€,28.8.2017,17.17,11.74675915,48.23694873,40%
5TDDK3DC2FS476578,DriveNow,5,18km,3,45€,2.7.2019,9.59,11.51064057,48.3485550,87%
KMHTC6AD7FU378645,Car2Go,2,40km,7,64€,13.10.2017,9.14,11.79183371,48.16008414,69%
WBAFU7C51BC991366,Car2Go,3,36km,22,45€,6.7.2018,22.17,11.22206222,48.19962915,60%
4T1BD1FK4FU175313,DriveNow,2,60km,4,54€,27.5.2018,17.38,11.71109539,48.14771551,16%
2FMGK5BC8CB834610,DriveNow,3,42km,15,74€,20.11.2017,1.43,11.49437896,48.3355127,94%
JN8AF5MR3CT360797,DriveNow,3,75km,12,40€,29.12.2017,5.27,11.10473707,48.22037677,99%
ZHWGU5BZ3AL283223,DriveNow,2,83km,7,32€,28.8.2019,9.53,11.22135131,48.12670075,91%
ZHWGU5BZ6DL492489,Car2Go,5,57km,16,77€,16.5.2018,12.50,11.52774722,48.22074924,67%
5N1AA0NC6FN560469,Car2Go,4,1km,26,78€,11.7.2017,5.46,11.48154196,48.17426189,96%
WBANW5C56AC925825,DriveNow,2,1km,18,88€,16.2.2019,9.30,11.27353760,48.17732281,90%
TRUTC28N251933745,DriveNow,2,29km,3,73€,4.8.2018,8.44,11.37945705,48.27257104,94%
WAUHF78PX9A100347,Car2Go,4,19km,15,67€,20.5.2017,18.35,11.66521273,48.24839505,34%
3GYFNEEY0AS775541,Car2Go,4,36km,21,64€,15.3.2017,20.10,11.81235717,48.23638559,49%
WAUKH98E98A513370,Car2Go,2,80km,9,27€,13.2.2019,5.26,11.36317630,48.16937501,71%
SAJWA0F73F8776114,DriveNow,4,52km,3,39€,7.10.2019,7.21,11.76745972,48.803901,17%
1G6KF54962U567826,DriveNow,3,65km,5,87€,3.2.2018,23.28,11.56716638,48.18203606,7%
1D7RE3BK4AS846491,DriveNow,2,87km,17,50€,13.2.2018,18.30,11.31856460,48.18272260,84%
WAUPN94E88N953271,DriveNow,5,26km,12,68€,5.10.2018,5.48,11.18504370,48.19754881,41%
WA1EY74L68D846112,DriveNow,3,82km,30,87€,19.5.2019,5.30,11.42909020,48.13444607,36%
3MZBM1L74EM294418,DriveNow,4,80km,9,27€,5.7.2017,11.57,11.56296299,48.21384604,64%
WA1CMAFE0AD293400,Car2Go,3,87km,2,79€,12.2.2017,0.27,11.42832526,48.21431625,17%
JN8AF5MR4BT104439,Car2Go,5,55km,17,58€,23.5.2019,21.14,11.55913274,48.11101379,12%
WBAGN83585D184087,Car2Go,5,20km,6,46€,29.8.2019,11.42,11.49070543,48.24813229,48%
1G6AG5RX3F0872665,Car2Go,4,65km,26,36€,20.1.2019,9.20,11.52902329,48.13068839,73%
WBAKB8C50AC273767,DriveNow,3,46km,15,94€,27.9.2017,7.48,11.38526609,48.9490092,50%
1C3CDZBG0EN873505,Car2Go,2,9km,18,58€,2.5.2019,22.2,11.43126278,48.1680555,45%
5UXFA935X4L165494,Car2Go,2,31km,30,43€,28.3.2018,18.28,11.25296318,48.21424457,30%
3C63D2GL1CG194025,Car2Go,4,82km,0,39€,20.4.2019,15.24,11.49938084,48.4155239,76%
WAULK98K79A782822,DriveNow,3,90km,18,96€,25.8.2017,14.33,11.30338774,48.27139147,85%
KMHTC6AD2EU952745,Car2Go,2,81km,25,54€,5.10.2019,11.53,11.18545821,48.20307409,23%
WAULV44E87N430896,Car2Go,3,85km,1,73€,6.7.2018,13.4,11.53123275,48.9981235,47%
WBALM5C56BE616553,Car2Go,2,53km,21,39€,28.3.2018,11.3,11.9591381,48.6591636,10%
NM0KS9ANXAT464587,Car2Go,2,22km,0,26€,12.7.2019,15.45,11.27026801,48.1494035,43%
KL4CJFSB9DB540253,Car2Go,3,70km,21,70€,4.3.2019,5.3,11.12622567,48.1377819,29%
1GYS4JKJ9FR843802,DriveNow,2,61km,6,82€,5.11.2019,18.9,11.51217515,48.13252922,35%
WAUHF98PX6A704648,Car2Go,4,42km,18,29€,19.11.2018,3.20,11.73575663,48.6686609,4%
1G4HP54K32U320220,Car2Go,2,50km,19,48€,10.8.2018,11.5,11.50102084,48.9205452,94%
1G6DC1E34D0524519,DriveNow,3,33km,5,94€,14.11.2019,14.47,11.10748714,48.22328657,9%
1GYS4AEF9ER655576,Car2Go,5,64km,20,42€,3.9.2017,17.25,11.59714786,48.13841858,6%
1GYS3HEF1BR725708,DriveNow,5,28km,14,48€,6.10.2017,6.30,11.30038954,48.5868100,65%
1N4AA5AP2AC019066,Car2Go,4,11km,2,40€,8.6.2017,11.31,11.49087339,48.20106896,33%
2HNYD283X7H467296,Car2Go,2,70km,27,48€,10.5.2017,1.51,11.45310356,48.10437015,10%
WBA3C3G55FN358064,DriveNow,4,17km,30,34€,22.1.2018,9.56,11.49740520,48.13523346,1%
3LNDL2L30BR462132,DriveNow,2,68km,29,39€,27.1.2018,3.11,11.4824170,48.11772382,37%
WBANF73577C449220,DriveNow,2,14km,23,62€,19.2.2017,21.36,11.58400759,48.25782795,34%
4A31K3DT8BE866701,DriveNow,3,54km,16,72€,24.4.2017,23.1,11.13908489,48.5602005,2%
3VW217AU2FM087354,DriveNow,5,86km,2,87€,19.5.2018,12.6,11.78693345,48.16658389,48%
2G4WS52J341170088,DriveNow,5,26km,22,42€,21.9.2018,3.22,11.16101351,48.6477135,91%
4T1BK3DB3CU721776,DriveNow,4,39km,12,46€,11.2.2018,15.42,11.62650271,48.2843706,18%
WVWAA7AH2AV262539,Car2Go,4,59km,3,80€,12.12.2017,21.2,11.16572801,48.24743691,44%
WAUAFAFH8BN966735,Car2Go,4,32km,14,47€,21.2.2019,7.47,11.44391503,48.8252530,93%
1D4PT4GK8BW359684,Car2Go,5,71km,1,28€,10.12.2019,20.34,11.38630336,48.22889349,23%
WA1AY74L28D373758,Car2Go,2,75km,5,41€,11.12.2019,1.58,11.54967496,48.12529746,44%
2HNYD18914H749448,DriveNow,5,16km,1,49€,29.7.2019,22.41,11.74468083,48.13246625,7%
JTDKTUD3XED905826,Car2Go,2,31km,19,94€,7.10.2019,13.51,11.20253282,48.18161705,33%
WDDGF5EB3BA910541,Car2Go,4,57km,4,69€,20.11.2019,22.19,11.24962478,48.25277513,25%
1N4AL2AP9BN117168,Car2Go,3,86km,2,33€,19.5.2019,23.12,11.35493461,48.20820696,50%
1FADP5AU6EL217432,DriveNow,3,1km,23,53€,2.10.2018,3.35,11.77269855,48.19280268,27%
WAUET48H26K590680,DriveNow,2,71km,12,36€,15.3.2019,6.25,11.70627176,48.23168940,9%
1FTWX3B54AE429546,DriveNow,3,30km,8,48€,8.10.2017,8.53,11.67588918,48.3686566,10%
1FMEU3DEXAU447777,Car2Go,4,59km,30,39€,20.4.2018,5.42,11.57782409,48.22274833,93%
4JGCB2FE5BA933312,DriveNow,5,74km,23,45€,6.4.2018,10.54,11.52322990,48.6635929,67%
WAUFFAFL8EN233020,Car2Go,5,15km,21,29€,19.11.2019,9.55,11.52530961,48.19363647,81%
4F2CY0C79AK742076,Car2Go,2,11km,27,94€,20.9.2017,1.57,11.48387721,48.20341162,45%
WP0AB2A94FS432448,Car2Go,2,81km,15,56€,24.4.2017,17.53,11.45662710,48.1989908,86%
SCFFDCCD9CG106376,Car2Go,3,19km,8,28€,4.6.2017,3.53,11.49253953,48.17935980,81%
WAUKG78E86A529953,DriveNow,3,82km,3,41€,19.9.2017,1.40,11.30055854,48.6478602,73%
1GD322CG6EF637163,DriveNow,5,25km,18,73€,15.2.2019,17.54,11.77140635,48.27838367,46%
3VWC17AU5FM464117,DriveNow,3,84km,25,84€,11.9.2019,18.21,11.26900063,48.2024694,25%
2FMDK4GC6AB215989,DriveNow,5,5km,11,46€,23.6.2018,6.25,11.38069623,48.22924707,57%
1N6AA0CA9AN015295,DriveNow,3,4km,15,93€,12.11.2019,16.47,11.72470889,48.11651984,97%
3GYFNJE47AS860947,Car2Go,4,42km,6,37€,8.4.2019,19.7,11.10847035,48.18123727,61%
KNADM4A32F6817365,Car2Go,4,55km,8,85€,24.6.2018,13.9,11.70847136,48.17816469,25%
1C4RDHDG2DC670526,DriveNow,4,62km,17,90€,19.10.2019,17.41,11.52794319,48.10468202,55%
WAUSF78EX7A537105,DriveNow,2,6km,22,80€,5.2.2017,6.58,11.62248964,48.19243861,26%
3C3CFFBR6ET798447,DriveNow,4,50km,8,80€,3.7.2019,3.3,11.63705980,48.27567520,86%
WA1YD64B32N849335,DriveNow,3,74km,20,40€,22.2.2017,22.18,11.63921890,48.14412562,99%
1GTG5AEA1F1325136,Car2Go,5,56km,10,67€,21.11.2019,1.46,11.52903559,48.24969884,51%
1GD322CG1EF987042,Car2Go,4,44km,16,49€,6.6.2019,5.7,11.24845531,48.24232244,46%
SCBFU7ZA9FC206284,DriveNow,5,18km,21,69€,15.6.2017,13.23,11.41140270,48.1447154,13%
YV126MFB3F1657413,Car2Go,3,68km,20,26€,30.6.2019,1.53,11.54139538,48.5352478,72%
WBAGK93441D940935,DriveNow,2,57km,24,64€,22.2.2017,3.41,11.31974245,48.25281438,13%
1G6AB5SA4F0481853,Car2Go,5,44km,22,55€,12.4.2019,12.56,11.59366003,48.28125321,26%
2T1BU4EE7DC925640,DriveNow,4,88km,3,78€,16.9.2019,0.42,11.4670878,48.14508530,38%
1G6DV5EP2C0334186,DriveNow,3,38km,20,64€,9.8.2019,13.5,11.39522368,48.18889668,82%
WAUPL68E55A605171,DriveNow,4,63km,5,47€,3.5.2018,1.49,11.33947520,48.5967989,21%
3C6LD5BT2CG519127,Car2Go,4,11km,28,35€,27.9.2019,11.15,11.4151786,48.9681127,55%
1G4PR5SK8E4526565,Car2Go,5,29km,15,73€,1.3.2019,8.20,11.79982094,48.10762106,5%
WBA3T7C50FP011548,Car2Go,2,46km,27,41€,22.7.2019,0.27,11.69156863,48.8205239,25%
1N6AA0EJ2FN407846,DriveNow,3,56km,22,94€,8.2.2018,16.24,11.46343272,48.7944539,60%
5N1AN0NW1EN971890,DriveNow,4,35km,11,68€,18.4.2018,16.1,11.8262237,48.13932724,58%
5YMGZ0C54BL364393,Car2Go,3,33km,18,83€,15.8.2019,3.49,11.28973681,48.21725788,7%
3D4PG4FB7AT758094,DriveNow,2,62km,2,30€,26.2.2019,7.58,11.37095639,48.8223580,24%
1FTEX1E80AF176645,Car2Go,5,47km,10,37€,15.2.2018,17.12,11.20036719,48.1513032,38%
5TDDK3DC2ES176666,DriveNow,2,77km,29,87€,22.2.2017,17.25,11.42329622,48.12048388,47%
2C3CCARG6EH645575,Car2Go,4,20km,16,70€,16.5.2017,6.46,11.75517503,48.25515599,58%
1G6DL1ED7B0550280,DriveNow,3,85km,26,56€,20.8.2018,10.32,11.64429943,48.4691057,10%
SCFAD01A85G211981,DriveNow,3,1km,8,43€,8.10.2019,12.24,11.29070124,48.10205929,82%
WBAYF8C54DD127837,Car2Go,3,66km,23,48€,1.1.2019,21.54,11.22601420,48.11087750,38%
WAUAH78E68A872692,DriveNow,3,12km,0,73€,29.4.2018,2.25,11.54492228,48.19360359,43%
